accuracy,precision,recall,f1,balanced_accuracy,mcc,auc
0.65625,0.6564386075032591,0.65625,0.6561463597004304,0.65625,0.3126885506211204,0.7041859567901235
0.5104166666666666,0.5104575163398692,0.5104166666666666,0.5099380905832519,0.5104166666666666,0.02087414303617165,0.529248649691358
0.7534722222222222,0.7540726059844347,0.7534722222222222,0.7533264973761988,0.7534722222222222,0.5075444731042423,0.8434606481481481
0.625,0.625096525096525,0.625,0.6249276480802624,0.625,0.2500965064695278,0.6726224922839507
0.5868055555555556,0.5868097419821557,0.5868055555555556,0.5868005738880918,0.5868055555555556,0.1736152974872372,0.6128713348765433
0.6076388888888888,0.6077688185022452,0.6076388888888888,0.60752059238534,0.6076388888888888,0.2154076682056607,0.6198881172839507
0.6180555555555556,0.6180783330117692,0.6180555555555556,0.6180371352785146,0.6180555555555556,0.23613388746876898,0.6564187885802469
0.8611111111111112,0.8611807833301177,0.8611111111111112,0.8611044128285508,0.8611111111111112,0.7222918910809404,0.9495081018518519
0.8854166666666666,0.8937915742793792,0.8854166666666667,0.884804188938584,0.8854166666666667,0.7791632330139235,0.9340036651234568
