,accuracy,precision,recall,f1,auc
0,0.5798611111111112,0.5815964523281596,0.5798611111111112,0.5776153594414748,0.6335358796296297
1,0.5173611111111112,0.5259984112082039,0.5173611111111112,0.47364407336795744,0.49213927469135804
2,0.71875,0.7705314009661836,0.71875,0.7046153846153846,0.8223379629629629
3,0.53125,0.5337236533957845,0.53125,0.5224936443019785,0.5471161265432098
4,0.5243055555555556,0.5288214101904272,0.5243055555555556,0.5049124788255224,0.5243296682098765
5,0.5972222222222222,0.6273048749684264,0.5972222222222222,0.5719337809440829,0.5911217206790124
6,0.5520833333333334,0.5525113045169446,0.5520833333333333,0.5511688311688312,0.5658516589506173
7,0.7743055555555556,0.7791656441717791,0.7743055555555556,0.7733189639514186,0.8768807870370372
8,0.8229166666666666,0.8274808040299311,0.8229166666666666,0.8222975016635412,0.8924575617283951
